"","Date","GSPC_ret","MMM_ret","A_ret","SLV_ret"
"2","2002-02-01",-0.017936337578572,0.0624322445364371,0.0263591099574743,0
"3","2002-03-01",0.0303191078296745,-0.0194270517202824,0.122311331240883,0
"4","2002-04-01",-0.0554577339628625,0.0938181324750991,-0.140446192434553,0
"5","2002-05-01",-0.00593338810586663,-0.00294085932942223,-0.122462647125604,0
"6","2002-06-01",-0.0770378890352331,-0.0145620226338739,-0.103147376863833,0
"7","2002-07-01",-0.0755952155911067,0.0230081618179063,-0.201691511599091,0
"8","2002-08-01",0.00680133566361518,-0.00699362082206612,-0.288665236990648,0
"9","2002-09-01",-0.108847462700047,-0.115633761719652,-0.0275502281596937,0
"10","2002-10-01",0.0871357544375169,0.154315210659786,0.0528328460152794,0
"11","2002-11-01",0.0616810413682993,0.0229239068918843,0.411636469188472,0
"12","2002-12-01",-0.0611832439606613,-0.0458220134106964,-0.0747036381006286,0
"13","2003-01-01",-0.0198017948607367,0.0101379972353934,-0.0824053351390495,0
"14","2003-02-01",-0.0134787268723665,0.00658370824146659,-0.199029235521765,0
"15","2003-03-01",-0.00188492271823693,0.0426047186658509,-0.00378755841085554,0
"16","2003-04-01",0.0889848283373234,-0.0306851769565241,0.218250515295793,0
"17","2003-05-01",0.0548362896185994,0.00341133317633546,0.131710430993628,0
"18","2003-06-01",0.00701409441243372,0.02527030802174,0.078323393965716,0
"19","2003-07-01",0.0217044178077321,0.0869904584187129,0.111508916778553,0
"20","2003-08-01",0.0206257841263258,0.0161910482594698,0.11918987691351,0
"21","2003-09-01",-0.0146877968225225,-0.0259423075608597,-0.0908716023590389,0
"22","2003-10-01",0.0575704083024775,0.141885751088169,0.127092049794788,0
"23","2003-11-01",0.0109214924022267,0.00215513115692723,0.134831082955217,0
"24","2003-12-01",0.0453737377441925,0.0804025663561794,0.0339464897822965,0
"25","2004-01-01",0.0245883734054038,-0.069857722495075,0.260602116441656,0
"26","2004-02-01",0.013570217106756,-0.0135288643854062,-0.072436654686486,0
"27","2004-03-01",-0.0166923929519086,0.0540704350980152,-0.0748753850154201,0
"28","2004-04-01",-0.0154822697156752,0.0563090009999276,-0.146064027962208,0
"29","2004-05-01",0.0171233484801661,-0.02220186133033,-0.0485010310674066,0
"30","2004-06-01",0.0147971146040249,0.0690814210812232,0.139300133380109,0
"31","2004-07-01",-0.028686000745982,-0.0849902671267809,-0.186816792351001,0
"32","2004-08-01",0.00243620509740872,0,-0.139017117171352,0
"33","2004-09-01",0.00584996228499235,-0.0245560707983962,0.0521951103545104,0
"34","2004-10-01",0.0171007824033367,-0.0300111165164371,0.161799108247437,0
"35","2004-11-01",0.0414310139946144,0.0260408150049853,-0.0865926140595725,0
"36","2004-12-01",0.0283161273415291,0.0357198224047535,0.0528618839393649,0
"37","2005-01-01",-0.0178023580685974,0.0279027843893598,-0.0825729464531764,0
"38","2005-02-01",0.0209036073057758,-0.00497835230871568,0.0854808756666758,0
"39","2005-03-01",-0.0221335382175538,0.025974249268544,-0.0749990792468206,0
"40","2005-04-01",-0.0148812675643143,-0.107597251039239,-0.0653156142365922,0
"41","2005-05-01",0.0322248372739082,0.00235370183975903,0.157108509564553,0
"42","2005-06-01",-0.00251089271968252,-0.0515788094367484,-0.0412327969765464,0
"43","2005-07-01",0.0424514720889064,0.0373445470222109,0.139878998504968,0
"44","2005-08-01",-0.009374447637719,-0.0513336349149095,0.225609237964552,0
"45","2005-09-01",0.00375271829073753,0.03714021597399,0.018345715184765,0
"46","2005-10-01",-0.0194950849756079,0.0357141209464067,-0.0225955367984012,0
"47","2005-11-01",0.043953095083239,0.0329035691924395,0.114027387063936,0
"48","2005-12-01",-0.00717626913681335,-0.00722483480164049,-0.0664614768415143,0
"49","2006-01-01",0.0294422976590509,-0.0612901240120405,0.0186245199674868,0
"50","2006-02-01",0.00572526836007059,0.011546122129821,0.0616333523142825,0
"51","2006-03-01",0.012477586011024,0.0350411109611004,0.0430556961416031,0
"52","2006-04-01",0.0166589372990986,0.128682848266242,0.0231689220696056,0
"53","2006-05-01",-0.0301211920544177,-0.0207187310979436,-0.0918790936617708,-0.0857225594927877
"54","2006-06-01",-0.0018035045936774,-0.0293985349302908,-0.0954426844870946,-0.11791259818246
"55","2006-07-01",0.00891765904831554,-0.128388956459456,-0.0988592246385193,0.0247778098932132
"56","2006-08-01",0.0218224314482196,0.0184657834875848,0.13080157576283,0.130792819580108
"57","2006-09-01",0.0225049248604849,0.0446761772634945,0.0164802909721056,-0.112875718903682
"58","2006-10-01",0.0360529608004967,0.0593927008596371,0.0890178211423562,0.071347429934796
"59","2006-11-01",0.0198853842855824,0.0332313800191142,-0.105617930478381,0.138571960512845
"60","2006-12-01",0.00775650148640028,-0.037895241383625,0.1616565468529,-0.0790378049105214
"61","2007-01-01",0.0206959133180498,-0.0465803823867466,-0.0817788448910398,0.0506840374168889
"62","2007-02-01",-0.0196172557066779,-0.00296102269782861,-0.00781254909280027,0.0450577253089122
"63","2007-03-01",0.00759236225062998,0.0382299729785458,0.0611025374457435,-0.0547256469726562
"64","2007-04-01",0.0484376002410127,0.0829522234825106,0.0201835068342024,-0.00127323232947307
"65","2007-05-01",0.0339201573681702,0.0627039221105501,0.110561943158628,0.00359957521980103
"66","2007-06-01",-0.0188497357436823,-0.00777455995492426,0.00707327584478423,-0.077187473923247
"67","2007-07-01",-0.0271352674229287,0.0245418197205705,-0.00754397516108918,0.0365991619712687
"68","2007-08-01",0.0128327837562794,0.0232795687762142,-0.0458716173723853,-0.0628026791081856
"69","2007-09-01",0.033810317286578,0.0340758251288442,0.0131869742855033,0.138106315051926
"70","2007-10-01",0.0183746180935804,-0.0771533261691165,-0.000813463918326152,0.0516294351880338
"71","2007-11-01",-0.038732096982134,-0.0358965303898863,0.0265938926690772,-0.0320334296061823
"72","2007-12-01",-0.0164804100041236,0.0187165322395542,-0.0288128574057972,0.0573381261300869
"73","2008-01-01",-0.0554751467354445,-0.055384077356494,-0.0783884906002855,0.144315255395833
"74","2008-02-01",-0.0258422895411986,-0.0156941385893944,-0.0959837070661391,0.16946119274949
"75","2008-03-01",-0.0138244534786548,0.0159281835757181,-0.0254818506366712,-0.133567164897026
